Rotating Speed S.P (RPM),1.50000E+3
Mean Extension (mm),-2.50730E-3
Sampling Rate (Hz),5.00000E+3
Time (secs),Extension (mm),Vibration 1 (g),Vibration 2 (g),Vibration 3 (g),Tachometer (V)
3.96460000,-0.00470564,-0.04394531,-0.04882812,-0.21972656,0.79833984
3.96480000,-0.00226423,0.07324219,0.12207031,-0.16601562,1.02539062
3.96500000,-0.00226423,0.00000000,0.27343750,0.16601562,1.17431641
3.96520000,-0.00226423,-0.00488281,0.34667969,-0.45410156,1.21093750
3.96540000,-0.00470564,0.14648437,0.74707031,-1.00585937,1.20117187
3.96560000,-0.00714704,-0.08300781,0.18066406,-0.14160156,1.21826172
3.96580000,-0.00226423,0.01953125,-0.09765625,0.09765625,1.26953125
3.96600000,-0.00226423,-0.08300781,0.32226562,-0.31250000,1.33300781
3.96620000,-0.00226423,0.00976562,0.50292969,-0.53222656,1.40380859
3.96640000,-0.00226423,-0.14160156,-0.23925781,0.09277344,1.48437500
3.96660000,-0.00470564,-0.03906250,-0.95214844,0.01953125,1.54296875
3.96680000,-0.00470564,0.00000000,-0.03417969,0.11718750,1.50634766
3.96700000,-0.00470564,-0.08789062,0.18554687,-0.31250000,1.42089844
3.96720000,-0.00226423,-0.04882812,-0.01953125,-0.62988281,1.37939453
3.96740000,-0.00226423,0.00000000,0.00000000,-0.24902344,1.37207031
3.96760000,-0.00226423,-0.02929687,-0.40039062,-0.20019531,1.37695312
3.96780000,-0.00470564,-0.06347656,0.25878906,-0.11718750,1.35009766
3.96800000,-0.00470564,0.01953125,0.41503906,0.04882812,1.35742187
3.96820000,-0.00226423,-0.06835937,-0.31250000,0.07812500,1.38183594
3.96840000,-0.00226423,-0.02441406,0.17089844,0.70312500,1.36962891
3.96860000,-0.00226423,-0.04394531,-0.78613281,0.85449219,1.38916016
3.96880000,-0.00226423,0.02441406,0.19042969,-0.07812500,1.36474609
3.96900000,-0.00470564,-0.07324219,0.02929687,0.76660156,1.37451172
3.96920000,-0.00470564,0.08789062,-0.26367187,0.29296875,1.37695312
3.96940000,-0.00226423,0.01953125,-0.23437500,0.69335937,1.37939453
3.96960000,-0.00226423,0.01464844,-0.50292969,0.27832031,1.46484375
3.96980000,-0.00470564,0.03417969,0.09765625,0.10253906,1.56250000
3.97000000,-0.00470564,0.04394531,-0.23437500,0.91308594,1.36474609
3.97020000,-0.00714704,0.07324219,-0.19531250,0.70800781,0.92529297
3.97040000,-0.00470564,0.03417969,-0.18066406,0.78613281,0.56396484
3.97060000,-0.00226423,0.08789062,-0.14648437,0.49316406,0.34179687
3.97080000,-0.00226423,0.02929687,0.24902344,0.38574219,0.21972656
3.97100000,-0.00470564,0.08789062,0.22460937,0.17578125,0.15380859
3.97120000,-0.00470564,0.13183594,0.04394531,0.28808594,0.11962891
3.97140000,-0.00226423,0.04882812,0.62988281,-0.02441406,0.10009766
3.97160000,-0.00470564,0.05859375,0.40039062,-0.26855469,0.08544922
3.97180000,-0.00226423,0.11718750,0.79589844,-0.12207031,0.07812500
3.97200000,0.00017718,0.00488281,0.25390625,-0.21972656,0.07324219
3.97220000,-0.00226423,-0.01953125,-0.04394531,-0.71777344,0.06835937
3.97240000,-0.00470564,0.04394531,0.06347656,-0.31250000,0.06591797
3.97260000,-0.00226423,0.02929687,-0.11230469,-0.28808594,0.06347656
3.97280000,-0.00226423,-0.08300781,-0.15625000,-0.69824219,0.06103516
3.97300000,0.00017718,0.00488281,-0.60058594,0.36621094,0.06103516
3.97320000,-0.00226423,0.05371094,-1.00585937,0.62988281,0.06347656
3.97340000,-0.00226423,-0.09277344,-0.60058594,0.49804687,0.06103516
3.97360000,-0.00226423,-0.03417969,-0.20507812,0.11230469,0.06103516
3.97380000,-0.00226423,-0.01464844,-0.08300781,0.78613281,0.06103516
3.97400000,-0.00226423,0.01953125,-0.22949219,0.53710937,0.06103516
3.97420000,0.00017718,-0.12207031,0.18066406,0.27343750,0.06103516
3.97440000,-0.00226423,0.02441406,-0.26367187,0.68359375,0.06835937
3.97460000,-0.00226423,0.05371094,-0.56152344,0.61523437,0.06103516
3.97480000,-0.00226423,0.00488281,0.16601562,0.17089844,0.05859375
3.97500000,-0.00470564,0.02441406,-0.04882812,0.18066406,0.06103516
3.97520000,-0.00470564,0.04882812,0.57128906,0.18554687,0.05859375
3.97540000,-0.00226423,0.04882812,0.51269531,0.13183594,0.05859375
3.97560000,0.00017718,0.01464844,-0.26367187,-0.04882812,0.05859375
3.97580000,-0.00226423,-0.00488281,-0.19042969,0.49316406,0.06103516
3.97600000,-0.00226423,-0.00976562,-0.84472656,0.87402344,0.06347656
3.97620000,0.00017718,0.00976562,-0.11230469,1.05468750,0.06347656
3.97640000,-0.00470564,-0.00488281,0.17578125,0.36132812,0.06347656
3.97660000,0.00017718,0.01464844,0.28808594,0.55175781,0.06591797
3.97680000,-0.01935407,0.02929687,0.99121094,0.25878906,0.06591797
3.97700000,-0.00226423,0.04394531,-0.31250000,0.13671875,0.06835937
3.97720000,-0.00226423,0.06347656,0.48828125,0.01464844,0.07080078
3.97740000,-0.00226423,0.06835937,-0.26855469,-0.13671875,0.07080078
3.97760000,-0.00470564,0.00488281,-0.48828125,0.26855469,0.07324219
3.97780000,-0.00226423,0.04882812,-0.28808594,0.23925781,0.07568359
3.97800000,0.00017718,0.03906250,-0.29296875,0.07812500,0.07080078
3.97820000,0.00017718,0.01464844,0.44921875,-0.09765625,0.07080078
3.97840000,-0.00226423,0.01464844,-0.24414062,0.14648437,0.07080078
3.97860000,-0.00226423,0.01464844,-0.61523437,-0.58593750,0.07080078
3.97880000,-0.00226423,-0.01464844,-0.35644531,-0.00488281,0.07080078
3.97900000,-0.00470564,0.00976562,-0.62500000,-0.56152344,0.07080078
3.97920000,-0.00226423,-0.03906250,-0.23925781,-0.49316406,0.07080078
3.97940000,0.00017718,-0.02441406,0.00976562,-0.36132812,0.06835937
3.97960000,-0.00226423,-0.04882812,-0.30761719,-0.38574219,0.06591797
3.97980000,-0.00226423,-0.03417969,-0.10742187,-0.24414062,0.06591797
3.98000000,-0.00470564,-0.04882812,-0.09765625,-0.01464844,0.06591797
3.98020000,-0.00470564,-0.08789062,-0.38574219,0.29296875,0.06591797
3.98040000,-0.00226423,-0.04394531,0.00000000,0.17089844,0.06591797
3.98060000,-0.00226423,-0.03906250,0.44921875,-0.16113281,0.06347656
3.98080000,-0.00226423,-0.02441406,0.32226562,-0.01953125,0.06347656
3.98100000,-0.00226423,-0.08300781,0.54199219,0.08300781,0.06347656
3.98120000,-0.00470564,-0.01464844,0.41992187,-0.36621094,0.06103516
3.98140000,-0.00226423,-0.01464844,0.01953125,0.65429687,0.06103516
3.98160000,-0.00470564,-0.05859375,-0.02929687,0.08300781,0.05859375
3.98180000,-0.00226423,-0.11718750,-0.36621094,0.19042969,0.05859375
3.98200000,0.00017718,-0.02441406,0.16601562,0.53710937,0.06103516
3.98220000,-0.00226423,-0.00976562,0.06347656,0.72265625,0.05859375
3.98240000,-0.00226423,-0.04394531,-0.16113281,0.29785156,0.05859375
3.98260000,-0.00470564,-0.03417969,-0.11230469,0.55664062,0.05859375
3.98280000,-0.00226423,0.01464844,0.22949219,0.33691406,0.05615234
3.98300000,-0.00226423,0.00488281,0.06347656,0.10253906,0.05371094
3.98320000,-0.00470564,-0.00488281,0.02441406,0.44433594,0.05615234
3.98340000,-0.00226423,0.06347656,0.25390625,-0.09277344,0.05371094
3.98360000,-0.00226423,-0.00488281,-0.08789062,0.50781250,0.05615234
3.98380000,-0.00470564,-0.02441406,0.04394531,0.19531250,0.05615234
3.98400000,-0.00226423,-0.00488281,0.21972656,0.28320312,0.05859375
3.98420000,-0.00470564,0.03906250,0.13183594,0.43457031,0.05859375
3.98440000,-0.00226423,-0.02441406,-0.07812500,0.60058594,0.05859375
3.98460000,-0.00226423,0.01953125,-0.14160156,0.41992187,0.05859375
3.98480000,-0.00226423,-0.00488281,0.38085937,0.06347656,0.05859375
3.98500000,-0.00470564,0.00488281,0.17089844,-0.09765625,0.05615234
3.98520000,-0.00226423,0.03417969,0.42968750,-0.00488281,0.05859375
3.98540000,0.00017718,0.00976562,0.81542969,0.03906250,0.05859375
3.98560000,-0.00226423,0.00488281,0.20507812,-0.48339844,0.05615234
3.98580000,-0.00226423,-0.05371094,0.11718750,0.30273437,0.05859375
3.98600000,-0.00226423,-0.00488281,-0.09277344,0.01464844,0.05615234
3.98620000,-0.00470564,-0.01953125,-0.10742187,0.00000000,0.05615234
3.98640000,-0.00226423,-0.01953125,0.19531250,0.23437500,0.05615234
3.98660000,-0.00226423,-0.05859375,0.04882812,-0.14160156,0.05371094
3.98680000,-0.00226423,0.00000000,0.32226562,-0.28320312,0.05615234
3.98700000,-0.00226423,-0.01953125,0.11718750,-0.10253906,0.05615234
3.98720000,-0.00226423,0.03417969,0.00488281,-0.17578125,0.05859375
3.98740000,0.00017718,-0.04394531,-0.91308594,-0.25390625,0.05859375
3.98760000,-0.00714704,0.01464844,0.28320312,-0.20996094,0.05859375
3.98780000,-0.00226423,-0.01953125,-0.05371094,-0.38085937,0.05859375
3.98800000,-0.00226423,-0.02929687,0.10742187,0.20996094,0.05615234
3.98820000,-0.00226423,-0.00976562,-0.01464844,-0.22949219,0.05859375
3.98840000,-0.00226423,-0.01464844,-0.75195312,0.23437500,0.06103516
3.98860000,-0.00470564,0.00000000,-0.15136719,-0.23925781,0.05615234
3.98880000,-0.00226423,0.00976562,-0.12207031,0.36621094,0.05859375
3.98900000,-0.00226423,0.05371094,-0.34179687,-0.21484375,0.05615234
3.98920000,-0.00226423,0.04394531,0.04394531,0.11230469,0.05859375
3.98940000,-0.00226423,0.01464844,-0.62011719,-0.28808594,0.05859375
3.98960000,-0.00226423,0.03417969,0.15136719,0.27832031,0.05859375
3.98980000,-0.00226423,0.02441406,-0.17089844,0.25878906,0.05859375
3.99000000,-0.00470564,0.02929687,-0.07812500,0.33203125,0.06103516
3.99020000,-0.00226423,0.00000000,-0.60058594,0.57617187,0.06103516
3.99040000,0.00017718,0.03906250,-0.03906250,0.88867187,0.06103516
3.99060000,-0.00226423,0.03906250,0.04394531,0.71777344,0.06103516
3.99080000,-0.00226423,-0.02441406,0.55175781,0.59082031,0.06103516
3.99100000,-0.00470564,0.07812500,0.26367187,0.56152344,0.06103516
3.99120000,-0.00226423,0.03906250,0.19042969,0.37109375,0.06347656
3.99140000,-0.00226423,0.09277344,0.07812500,0.52734375,0.06103516
3.99160000,-0.00226423,-0.02441406,-0.41503906,0.41015625,0.06103516
3.99180000,-0.00226423,0.04882812,-0.16113281,0.83984375,0.06347656
3.99200000,-0.00226423,0.00488281,-0.51269531,0.58593750,0.06347656
3.99220000,-0.00470564,0.06835937,-0.37109375,0.82519531,0.06347656
3.99240000,-0.00470564,-0.05371094,-0.02929687,0.27832031,0.06347656
3.99260000,-0.00226423,0.06347656,0.10742187,0.71777344,0.06835937
3.99280000,-0.00226423,-0.00976562,0.04882812,-0.24414062,0.06347656
3.99300000,-0.00470564,0.07812500,-0.32226562,-0.34179687,0.06347656
3.99320000,0.00017718,0.00976562,0.00976562,-0.95703125,0.06347656
3.99340000,-0.00226423,0.05371094,-0.03417969,-0.81542969,0.06591797
3.99360000,-0.00226423,0.04394531,0.38574219,-2.04589844,0.06103516
3.99380000,-0.00226423,0.02929687,0.23437500,-0.84960937,0.06347656
3.99400000,-0.00470564,-0.01464844,0.83496094,-0.64941406,0.06347656
3.99420000,-0.00226423,-0.21484375,1.31347656,-1.66503906,0.06103516
3.99440000,-0.00470564,0.25878906,-3.75976562,-0.33691406,0.06347656
3.99460000,-0.00470564,0.10742187,-2.45605469,1.58691406,0.06835937
3.99480000,-0.00470564,-0.53710937,-3.54980469,1.87011719,0.06835937
3.99500000,-0.00226423,0.14648437,0.90820312,2.48046875,0.07080078
3.99520000,-0.00470564,0.04882812,2.26074219,1.08398437,0.07080078
3.99540000,-0.00226423,0.39550781,-0.48339844,-0.75195312,0.06591797
3.99560000,-0.00226423,-0.36132812,1.38183594,0.06347656,0.06347656
3.99580000,-0.00470564,-0.21484375,-3.26171875,1.66992187,0.06591797
3.99600000,-0.00226423,0.56152344,1.21093750,2.30468750,0.07080078
3.99620000,-0.00226423,0.17578125,1.50878906,1.16699219,0.06347656
3.99640000,-0.00470564,-0.16601562,-0.21972656,-2.22656250,0.05371094
3.99660000,-0.00470564,-0.02929687,1.05468750,-0.21972656,0.05859375
3.99680000,-0.00226423,0.08789062,-1.76269531,1.78710937,0.06591797
3.99700000,-0.00470564,0.24414062,0.21484375,1.33789062,0.06835937
3.99720000,-0.00226423,-0.03906250,0.20996094,0.03906250,0.06835937
3.99740000,-0.00226423,-0.21972656,-0.94238281,0.36621094,0.06835937
3.99760000,0.00017718,0.21484375,0.96191406,0.59570312,0.07080078
3.99780000,-0.00226423,0.05371094,-0.90332031,0.14160156,0.07324219
3.99800000,-0.00470564,0.09765625,0.30761719,-1.89453125,0.06835937
3.99820000,-0.00226423,-0.11718750,2.03125000,0.70800781,0.07568359
3.99840000,-0.00226423,-0.03906250,0.32714844,1.68457031,0.07812500
3.99860000,-0.00226423,0.24414062,1.14257812,-2.65136719,0.06835937
3.99880000,-0.00226423,-0.09277344,-1.56250000,-0.61523437,0.07080078
3.99900000,-0.00470564,-0.11230469,-1.06933594,0.10742187,0.07324219
3.99920000,-0.00226423,0.02441406,0.61523437,0.76171875,0.07324219
3.99940000,0.00017718,0.06347656,-0.38574219,-0.37597656,0.06835937
3.99960000,-0.00226423,-0.00488281,0.41015625,-2.58300781,0.06103516
3.99980000,-0.00226423,-0.11230469,-0.37597656,-0.26855469,0.06347656
4.00000000,-0.00226423,0.05859375,-0.26855469,0.71777344,0.06591797
4.00020000,-0.00226423,0.02929687,1.12792969,-1.00585937,0.06347656
4.00040000,-0.00226423,-0.07812500,-0.62011719,-0.92285156,0.06347656
4.00060000,0.00017718,-0.04394531,-0.96191406,-1.39160156,0.06347656
4.00080000,-0.00226423,-0.09765625,-0.39550781,1.17187500,0.06835937
4.00100000,-0.00226423,0.03906250,0.38574219,0.81054687,0.06835937
4.00120000,-0.00226423,-0.20507812,0.69335937,-0.82031250,0.06347656
4.00140000,-0.00226423,-0.19531250,-0.17578125,-0.10742187,0.06347656
4.00160000,0.00017718,0.15136719,-0.46386719,1.08886719,0.06347656
4.00180000,-0.00226423,0.03906250,0.39062500,0.88378906,0.06347656
4.00200000,-0.00226423,-0.14160156,0.80078125,0.16601562,0.05859375
4.00220000,-0.00226423,-0.12207031,0.99609375,-0.51269531,0.05615234
4.00240000,-0.00226423,0.21484375,0.93261719,0.44921875,0.05859375
4.00260000,-0.00226423,0.07812500,0.30273437,1.26464844,0.06103516
4.00280000,-0.00226423,-0.22949219,-0.15136719,0.78613281,0.06347656
4.00300000,0.00017718,0.02441406,0.23925781,0.65429687,0.06591797
4.00320000,-0.00226423,0.01953125,0.52246094,0.92285156,0.06835937
4.00340000,-0.00226423,0.00488281,-0.12207031,0.80078125,0.07080078
4.00360000,-0.00226423,0.15625000,0.25390625,0.89843750,0.07080078
4.00380000,-0.00226423,-0.08300781,-0.14160156,0.44433594,0.06835937
4.00400000,-0.00226423,0.01464844,0.64941406,-0.20019531,0.06835937
4.00420000,-0.00226423,0.11230469,0.16601562,0.37597656,0.07812500
4.00440000,-0.00226423,0.15136719,0.56152344,0.32226562,0.09765625
4.00460000,-0.00226423,-0.01953125,0.28808594,0.59570312,0.16113281
4.00480000,-0.00226423,-0.12695312,-0.24414062,-0.00976562,0.30517578
4.00500000,-0.00470564,0.05371094,0.49804687,0.03906250,0.47119141
4.00520000,-0.00226423,0.08300781,0.62500000,0.47851562,0.64941406
4.00540000,-0.00470564,-0.12207031,0.46875000,0.10253906,0.85937500
4.00560000,-0.00226423,0.07324219,0.08789062,-0.48828125,1.07910156
4.00580000,-0.00714704,-0.01464844,0.01953125,0.36132812,1.19140625
4.00600000,-0.00470564,-0.03417969,0.42968750,-0.57128906,1.21337891
4.00620000,-0.00470564,-0.01464844,1.01562500,-0.32226562,1.20117187
4.00640000,-0.00226423,0.08789062,0.40039062,-0.58593750,1.22802734
4.00660000,-0.00226423,-0.15625000,0.17089844,-0.03417969,1.28662109
4.00680000,-0.00226423,-0.06835937,-0.71777344,-0.23925781,1.35253906
4.00700000,-0.00470564,0.00488281,0.15625000,0.07812500,1.42578125
4.00720000,-0.00226423,-0.05371094,0.01464844,-0.07324219,1.50634766
4.00740000,-0.00226423,-0.15625000,-0.49316406,0.04882812,1.54296875
4.00760000,-0.00226423,-0.02929687,-0.47363281,-0.03906250,1.47949219
4.00780000,-0.00226423,0.04394531,-0.20996094,0.04394531,1.40869141
4.00800000,-0.00470564,-0.09277344,0.53710937,-0.46386719,1.37451172
4.00820000,-0.00226423,-0.05859375,0.04882812,-0.62500000,1.37451172
4.00840000,-0.00226423,0.03906250,0.13183594,-0.29785156,1.36962891
4.00860000,-0.00226423,-0.00976562,-0.23925781,0.18554687,1.34765625
4.00880000,-0.00226423,-0.07812500,-0.36132812,0.24902344,1.37451172
4.00900000,-0.00226423,0.02929687,0.03417969,-0.14160156,1.37695312
4.00920000,-0.00714704,-0.05859375,-0.00488281,0.40527344,1.37451172
4.00940000,-0.00714704,0.00976562,-0.00976562,0.50292969,1.40136719
4.00960000,-0.00226423,0.00488281,-0.40039062,0.63964844,1.36474609
4.00980000,0.00017718,0.01953125,-0.01464844,0.10253906,1.37939453
4.01000000,-0.00226423,-0.05859375,-0.06347656,0.27832031,1.37207031
4.01020000,-0.00226423,0.10253906,-0.25390625,0.39550781,1.38671875
4.01040000,-0.00226423,0.02929687,-0.28320312,0.15136719,1.50634766
4.01060000,-0.00226423,0.02929687,-0.25390625,0.77148437,1.54785156
4.01080000,-0.00226423,0.05371094,-0.26855469,0.51269531,1.25000000
4.01100000,-0.00226423,0.03906250,-0.52734375,0.26855469,0.80322266
4.01120000,-0.00226423,0.00976562,0.08789062,0.68847656,0.48828125
4.01140000,-0.00226423,0.07812500,-0.02929687,0.94238281,0.30273437
4.01160000,-0.00470564,0.05859375,-0.00488281,0.64453125,0.19775391
4.01180000,-0.00470564,0.01953125,0.27343750,-0.20996094,0.14160156
4.01200000,-0.00226423,0.08300781,0.61035156,0.07324219,0.11230469
4.01220000,-0.00226423,0.11230469,0.66894531,0.34179687,0.09521484
4.01240000,-0.00226423,0.03417969,0.90820312,-0.07812500,0.08544922
4.01260000,-0.00226423,0.00000000,0.42480469,-0.30761719,0.07568359
4.01280000,-0.00226423,0.10742187,-0.20019531,-0.23437500,0.06835937
4.01300000,-0.00226423,-0.02441406,0.07812500,-0.20019531,0.06835937
4.01320000,-0.00226423,-0.02441406,0.09277344,-0.36132812,0.06347656
4.01340000,-0.00226423,0.05371094,-0.07324219,-0.17578125,0.06347656
4.01360000,-0.00226423,-0.01953125,-0.17089844,-0.27832031,0.06103516
4.01380000,-0.00226423,-0.04394531,-1.02050781,-0.06835937,0.06103516
4.01400000,-0.00226423,-0.00488281,-0.67382812,0.85937500,0.06347656
4.01420000,-0.00226423,0.05371094,-0.68847656,0.22949219,0.06103516
4.01440000,-0.00470564,-0.05859375,-0.09765625,0.31250000,0.06103516
4.01460000,-0.00226423,-0.01953125,0.13183594,0.40527344,0.06103516
4.01480000,0.00017718,0.02441406,-0.36621094,0.53710937,0.06347656
4.01500000,0.00750140,0.02441406,0.22949219,0.31738281,0.06103516
4.01520000,0.00017718,-0.06347656,-0.30761719,0.62011719,0.06103516
4.01540000,-0.00226423,0.06347656,0.07324219,0.12695312,0.05859375
4.01560000,-0.00226423,0.05371094,0.24902344,0.23437500,0.06103516
4.01580000,-0.00226423,-0.02441406,-0.04394531,-0.02441406,0.05859375
4.01600000,-0.00226423,0.05371094,0.20996094,-0.04394531,0.05859375
4.01620000,-0.00470564,0.05859375,0.25390625,0.34179687,0.05859375
4.01640000,-0.00226423,-0.04882812,0.23437500,0.02441406,0.06103516
4.01660000,-0.00226423,0.00976562,-0.59570312,0.74218750,0.06103516
4.01680000,-0.00226423,-0.00976562,-0.24414062,0.93261719,0.06347656
4.01700000,-0.00226423,-0.00976562,-0.41503906,0.75195312,0.06347656
4.01720000,-0.00226423,-0.00488281,0.05371094,0.83496094,0.06591797
4.01740000,-0.00226423,0.00488281,0.48339844,0.16601562,0.06591797
4.01760000,-0.00226423,0.03906250,0.21972656,0.08789062,0.06591797
4.01780000,-0.00226423,-0.00976562,0.61035156,0.38574219,0.07080078
4.01800000,-0.00470564,0.03417969,-0.25390625,0.06835937,0.07080078
4.01820000,-0.00226423,0.08789062,0.36621094,0.07324219,0.07080078
4.01840000,-0.00226423,-0.01464844,-0.53710937,0.17578125,0.07324219
4.01860000,-0.00226423,0.05859375,-0.14160156,0.03417969,0.07324219
4.01880000,-0.00226423,0.00488281,-0.13671875,0.06835937,0.07080078
4.01900000,-0.00226423,0.02441406,-0.15136719,0.20507812,0.07324219
4.01920000,-0.00226423,0.00976562,0.07324219,-0.52246094,0.07080078
4.01940000,-0.00226423,0.01464844,-0.73730469,-0.14648437,0.07324219
4.01960000,-0.00226423,0.00000000,-0.32226562,-0.16601562,0.07080078
4.01980000,-0.00226423,-0.01464844,-0.37109375,-0.23437500,0.07080078
4.02000000,0.00505999,0.03906250,-0.19042969,-0.41992187,0.06835937
4.02020000,-0.00226423,-0.03417969,-0.37109375,-0.62011719,0.06835937
4.02040000,-0.00470564,-0.00488281,-0.40527344,-0.04882812,0.06835937
4.02060000,-0.00226423,-0.05859375,-0.34179687,0.12207031,0.06591797
4.02080000,-0.00226423,-0.04394531,0.07324219,0.03906250,0.06835937
4.02100000,-0.00226423,-0.08300781,-0.07812500,0.28320312,0.06591797
4.02120000,-0.00226423,-0.04394531,0.28320312,-0.16113281,0.06347656
4.02140000,-0.00470564,-0.09765625,0.45898437,-0.16113281,0.06347656
4.02160000,-0.00226423,0.01953125,0.32714844,0.53710937,0.06347656
4.02180000,-0.00470564,-0.04394531,0.70312500,-0.19042969,0.06103516
4.02200000,-0.00226423,-0.04394531,0.17578125,-0.33203125,0.06103516
4.02220000,-0.00226423,-0.07812500,0.04394531,0.29296875,0.06103516
4.02240000,-0.00226423,0.00488281,0.39062500,0.06347656,0.05859375
4.02260000,-0.00226423,-0.04394531,-0.16113281,0.44433594,0.05859375
4.02280000,-0.00226423,-0.02441406,-0.03417969,0.44921875,0.05859375
4.02300000,-0.00470564,-0.10742187,-0.25390625,0.30273437,0.05615234
4.02320000,0.00017718,-0.01953125,-0.33691406,0.17578125,0.05615234
4.02340000,-0.00226423,-0.00976562,-0.08300781,0.59082031,0.05615234
4.02360000,-0.00226423,0.00488281,0.50781250,0.32714844,0.05615234
4.02380000,-0.00226423,-0.01953125,0.12695312,0.20507812,0.05371094
4.02400000,-0.00226423,0.01464844,-0.42968750,0.10253906,0.05615234
4.02420000,0.00261858,0.01953125,-0.05859375,-0.10253906,0.05371094
4.02440000,-0.00226423,-0.00488281,0.22949219,0.35644531,0.05615234
4.02460000,-0.00226423,0.03417969,-0.04394531,0.49804687,0.05859375
4.02480000,-0.00226423,-0.00976562,0.18066406,0.58593750,0.05859375
4.02500000,-0.00470564,-0.01953125,-0.13671875,0.21972656,0.05615234
4.02520000,-0.00470564,0.00488281,0.08789062,0.57617187,0.05859375
4.02540000,-0.00226423,0.00000000,0.32714844,0.21972656,0.05615234
4.02560000,0.00261858,0.00000000,0.85449219,0.35156250,0.05859375
4.02580000,-0.00226423,0.03417969,0.15625000,0.24902344,0.06103516
4.02600000,-0.00226423,0.00000000,0.28808594,-0.05859375,0.05859375
4.02620000,-0.00470564,0.01953125,0.16601562,-0.15136719,0.05615234
4.02640000,-0.00470564,-0.00976562,0.65429687,0.46386719,0.05859375
4.02660000,-0.00226423,0.00488281,-0.11230469,0.07324219,0.05615234
4.02680000,-0.00226423,-0.04882812,-0.01464844,-0.05371094,0.06103516
4.02700000,-0.00226423,0.00976562,-0.38085937,0.23925781,0.05615234
4.02720000,-0.00226423,-0.04882812,0.08300781,0.06835937,0.05615234
4.02740000,-0.00226423,-0.05371094,0.46875000,0.10742187,0.05615234
4.02760000,-0.00226423,-0.02929687,0.32714844,-0.24902344,0.05615234
4.02780000,-0.00226423,0.00976562,0.06835937,-0.52734375,0.05615234
4.02800000,-0.00226423,-0.01464844,0.43945312,-0.35644531,0.05859375
4.02820000,-0.00226423,0.02929687,-0.12695312,-0.41503906,0.06103516
4.02840000,0.01726702,-0.03417969,-0.37109375,-0.33691406,0.06103516
4.02860000,-0.00226423,-0.01464844,-0.18066406,-0.29785156,0.05859375
4.02880000,-0.00470564,0.00000000,-0.41503906,-0.01953125,0.05859375
4.02900000,-0.00470564,-0.03906250,-0.26367187,0.11230469,0.05859375
4.02920000,-0.00226423,-0.02441406,-0.15625000,-0.06347656,0.05859375
4.02940000,-0.00226423,0.04882812,-0.38085937,-0.04882812,0.05859375
4.02960000,-0.00226423,0.03906250,-0.52246094,0.00488281,0.05859375
4.02980000,0.00017718,0.00000000,-0.26855469,-0.03417969,0.05859375
4.03000000,-0.00226423,0.02441406,-0.27343750,0.10253906,0.05859375
4.03020000,-0.00226423,0.00976562,-0.07812500,-0.34179687,0.05859375
4.03040000,0.00017718,0.04394531,0.18066406,0.34179687,0.06103516
4.03060000,-0.00226423,0.02441406,-0.21484375,0.17089844,0.05859375
4.03080000,-0.00226423,0.02929687,-0.23925781,0.39062500,0.06103516
4.03100000,-0.00226423,-0.00976562,-0.04394531,0.69335937,0.06103516
4.03120000,-0.00226423,0.02929687,-0.14648437,0.46386719,0.06103516
4.03140000,-0.00226423,0.05371094,0.38085937,0.93750000,0.06103516
4.03160000,0.00017718,0.06347656,0.21972656,0.41992187,0.06103516
4.03180000,-0.00226423,0.00976562,0.05371094,0.45410156,0.06103516
4.03200000,-0.00226423,0.02441406,0.54687500,0.24414062,0.06103516
4.03220000,-0.00226423,0.03417969,0.08789062,0.66894531,0.06103516
4.03240000,-0.00226423,0.04394531,-0.68359375,0.54199219,0.06103516
4.03260000,-0.00470564,0.01953125,-0.61523437,1.21582031,0.06347656
4.03280000,-0.00226423,0.00976562,-0.31250000,1.01074219,0.06835937
4.03300000,-0.00226423,0.01464844,-0.11230469,0.66894531,0.06591797
4.03320000,-0.00226423,0.01464844,-0.15625000,0.43457031,0.06591797
4.03340000,-0.00470564,0.04394531,-0.19531250,0.32714844,0.06591797
4.03360000,-0.00226423,0.04394531,-0.41503906,-0.08300781,0.06347656
4.03380000,-0.00226423,0.03906250,-0.11718750,-0.59082031,0.06347656
4.03400000,-0.00226423,0.03906250,0.03906250,-0.59082031,0.06347656
4.03420000,-0.00226423,0.07812500,0.48339844,-1.42578125,0.06835937
4.03440000,0.00017718,0.03417969,0.34667969,-2.15332031,0.06103516
4.03460000,-0.00226423,0.01953125,0.62011719,-1.04980469,0.06347656
4.03480000,-0.00226423,0.04882812,-0.95703125,-0.38574219,0.06591797
4.03500000,-0.00226423,-0.16113281,2.09472656,-0.99121094,0.06347656
4.03520000,-0.00226423,-0.17089844,-1.34765625,0.78613281,0.06835937
4.03540000,-0.00226423,0.51757812,-1.87500000,1.08886719,0.06835937
4.03560000,-0.00226423,-0.37109375,-2.70019531,-0.02929687,0.06591797
4.03580000,-0.00226423,-0.11230469,-3.17382812,2.13378906,0.07080078
4.03600000,0.00017718,-0.14648437,2.64160156,2.35839844,0.07080078
4.03620000,-0.00226423,0.27343750,0.70800781,0.75195312,0.06835937
4.03640000,-0.00226423,0.33203125,2.42675781,-0.09277344,0.06347656
4.03660000,-0.00226423,-0.45898437,-1.94824219,-0.57617187,0.06103516
4.03680000,-0.00226423,0.23437500,-1.87500000,1.52832031,0.06347656
4.03700000,-0.00226423,0.33203125,2.12402344,2.38769531,0.06347656
